### 文件开始 ###
# compare select task
# standard
# saber implementation
# try time standard optimized unit (ms)
# ========================
1 362 342
2 394 338
3 395 297
4 384 302
5 397 298
6 368 302
7 388 306
8 364 295
9 387 303
10 372 293
